timestamp,offset,yaw,error
1768906559.8431933,-187,-187,0.0
1768906559.9431982,-187,-187,0.0
1768906560.043424,-187,-187,0.0
1768906560.143111,-187,-187,0.0
1768906560.2431517,-187,-187,0.0
1768906560.3431435,-187,-187,0.0
1768906560.443101,-187,-186,5.31
1768906560.5432897,-187,-186,5.31
1768906560.6431632,-187,-186,5.31
1768906560.7430692,-187,-187,0.0
1768906560.843134,-187,-187,0.0
1768906560.9431422,-187,-187,0.0
1768906561.0432894,-187,-186,5.31
1768906561.1431115,-187,-186,5.31
1768906561.2440293,-187,-187,0.0
1768906561.3431082,-187,-187,0.0
1768906561.4431717,-187,-187,0.0
1768906561.5432217,-187,-190,-15.93
1768906561.6430962,-187,-189,-10.62
1768906561.7430937,-187,-189,-10.62
1768906561.8431218,-187,-188,-5.31
1768906561.9431176,-187,-187,0.0
1768906562.0430574,-187,-187,0.0
1768906562.1431909,-187,-187,0.0
1768906562.2431204,-187,-187,0.0
1768906562.3431776,-187,-187,0.0
1768906562.4431489,-187,-187,0.0
1768906562.543051,-187,-196,-47.79
1768906562.6431363,-187,-195,-42.48
1768906562.743091,-187,-195,-42.48
1768906562.8431396,-187,-192,-26.549999999999997
1768906562.943062,-187,-190,-15.93
1768906563.0431278,-187,-190,-15.93
1768906563.143158,-187,-189,-10.62
1768906563.2431443,-187,-187,0.0
1768906563.3430839,-187,-186,5.31
1768906563.443119,-187,-188,-5.31
1768906563.5432143,-187,-194,-37.169999999999995
1768906563.6432385,-187,-196,-47.79
1768906563.7431948,-187,-195,-42.48
1768906563.843105,-187,-193,-31.86
1768906563.9431205,-187,-191,-21.24
1768906564.04312,-187,-189,-10.62
1768906564.1431847,-187,-188,-5.31
1768906564.2431023,-187,-187,0.0
1768906564.3430579,-187,-186,5.31
1768906564.4431956,-187,-186,5.31
1768906564.5431268,-187,-182,26.549999999999997
1768906564.6431258,-187,-163,127.44
1768906564.7432852,-187,-159,148.67999999999998
1768906564.843238,-187,-164,122.13
1768906564.9432116,-187,-166,111.50999999999999
1768906565.043206,-187,-173,74.33999999999999
1768906565.1431255,-187,-184,15.93
1768906565.243087,-187,-188,-5.31
1768906565.3432298,-187,-190,-15.93
1768906565.4432232,-187,-190,-15.93
1768906565.5431962,-187,-189,-10.62
1768906565.6431322,-187,-188,-5.31
1768906565.7431278,-187,-188,-5.31
1768906565.843211,-187,-187,0.0
1768906565.9431295,-187,-187,0.0
1768906566.0432787,-187,-187,0.0
1768906566.1431339,-187,-187,0.0
1768906566.2430644,-187,-187,0.0
1768906566.3430996,-187,-187,0.0
1768906566.4430947,-187,-186,5.31
1768906566.5432127,-187,-186,5.31
1768906566.643173,-187,-186,5.31
1768906566.743131,-187,-186,5.31
1768906566.8431363,-187,-187,0.0
1768906566.943137,-187,-187,0.0
1768906567.04323,-187,-187,0.0
1768906567.1431105,-187,-188,-5.31
1768906567.2431257,-187,-188,-5.31
1768906567.343145,-187,-178,47.79
1768906567.4432724,-187,-179,42.48
1768906567.54314,-187,-183,21.24
1768906567.6432712,-187,-186,5.31
1768906567.7431138,-187,-185,10.62
1768906567.843122,-187,-185,10.62
1768906567.943278,-187,-186,5.31
1768906568.043166,-187,-183,21.24
1768906568.1432583,-187,-184,15.93
1768906568.2431066,-187,-186,5.31
1768906568.34318,-187,-184,15.93
1768906568.443361,-187,-185,10.62
1768906568.5431828,-187,-186,5.31
1768906568.6431525,-187,-186,5.31
1768906568.7431824,-187,-187,0.0
1768906568.8432932,-187,-205,-95.58
1768906568.9431472,-187,-208,-111.50999999999999
1768906569.0432036,-187,-204,-90.27
1768906569.1431777,-187,-201,-74.33999999999999
1768906569.243142,-187,-196,-47.79
1768906569.343116,-187,-194,-37.169999999999995
1768906569.4431083,-187,-193,-31.86
1768906569.5431242,-187,-189,-10.62
1768906569.6430938,-187,-189,-10.62
1768906569.7430508,-187,-189,-10.62
1768906569.8430505,-187,-211,-127.44
1768906569.9431431,-187,-211,-127.44
1768906570.0431132,-187,-208,-111.50999999999999
1768906570.1431684,-187,-207,-106.19999999999999
1768906570.2431595,-187,-205,-95.58
1768906570.343051,-187,-198,-58.41
1768906570.4432476,-187,-195,-42.48
1768906570.5431573,-187,-193,-31.86
1768906570.6431546,-187,-192,-26.549999999999997
1768906570.7430775,-187,-191,-21.24
1768906570.8430498,-187,-190,-15.93
1768906570.9430718,-187,-188,-5.31
1768906571.0431166,-187,-187,0.0
1768906571.143118,-187,-187,0.0
1768906571.2432556,-187,-187,0.0
1768906571.343126,-187,-186,5.31
1768906571.4431324,-187,-186,5.31
1768906571.5430923,-187,-186,5.31
1768906571.6430426,-187,-186,5.31
1768906571.7430575,-187,-186,5.31
1768906571.8431463,-187,-186,5.31
1768906571.9431677,-187,-186,5.31
1768906572.0432692,-187,-186,5.31
1768906572.143043,-187,-187,0.0
1768906572.2430809,-187,-187,0.0
1768906572.3431582,-187,-187,0.0
1768906572.4431221,-187,-182,26.549999999999997
1768906572.5430717,-187,-161,138.06
1768906572.64306,-187,-156,164.60999999999999
1768906572.7431018,-187,-161,138.06
1768906572.8430686,-187,-168,100.88999999999999
1768906572.9432166,-187,-168,100.88999999999999
1768906573.043069,-187,-183,21.24
1768906573.143122,-187,-186,5.31
1768906573.2430987,-187,-192,-26.549999999999997
1768906573.343141,-187,-192,-26.549999999999997
1768906573.443098,-187,-192,-26.549999999999997
1768906573.5431445,-187,-191,-21.24
1768906573.643153,-187,-190,-15.93
1768906573.7430692,-187,-189,-10.62
1768906573.8431227,-187,-187,0.0
1768906573.9431367,-187,-187,0.0
1768906574.0431635,-187,-186,5.31
1768906574.1432035,-187,-186,5.31
1768906574.2430685,-187,-186,5.31
1768906574.343085,-187,-186,5.31
1768906574.443109,-187,-187,0.0
1768906574.5431225,-187,-187,0.0
1768906574.6430867,-187,-187,0.0
1768906574.7431254,-187,-187,0.0
1768906574.8432655,-187,-187,0.0
1768906574.9431992,-187,-187,0.0
1768906575.0431404,-187,-187,0.0
1768906575.1431491,-187,-187,0.0
1768906575.2431421,-187,-186,5.31
1768906575.3431225,-187,-186,5.31
1768906575.4431086,-187,-186,5.31
1768906575.5431108,-187,-187,0.0
1768906575.6432014,-187,-187,0.0
1768906575.7431543,-187,-187,0.0
1768906575.8431401,-187,-187,0.0
1768906575.9431944,-187,-187,0.0
1768906576.0431402,-187,-187,0.0
1768906576.1431704,-187,-185,10.62
1768906576.2431507,-187,-176,58.41
1768906576.3431332,-187,-176,58.41
1768906576.4431152,-187,-177,53.099999999999994
1768906576.543128,-187,-182,26.549999999999997
1768906576.6431515,-187,-182,26.549999999999997
1768906576.7431273,-187,-186,5.31
1768906576.8430908,-187,-189,-10.62
1768906576.9432108,-187,-192,-26.549999999999997
1768906577.043128,-187,-190,-15.93
1768906577.1431677,-187,-187,0.0
1768906577.243122,-187,-186,5.31
1768906577.3431244,-187,-186,5.31
1768906577.443082,-187,-190,-15.93
1768906577.5430872,-187,-191,-21.24
1768906577.6430511,-187,-201,-74.33999999999999
1768906577.743057,-187,-217,-159.29999999999998
1768906577.843131,-187,-225,-201.77999999999997
1768906577.9430978,-187,-223,-191.16
1768906578.043053,-187,-220,-175.23
1768906578.143139,-187,-216,-153.98999999999998
1768906578.2431517,-187,-212,-132.75
1768906578.3431633,-187,-207,-106.19999999999999
1768906578.4430866,-187,-201,-74.33999999999999
1768906578.5431213,-187,-199,-63.72
1768906578.643118,-187,-196,-47.79
1768906578.7430973,-187,-191,-21.24
1768906578.843098,-187,-190,-15.93
1768906578.9431205,-187,-187,0.0
1768906579.0431855,-187,-187,0.0
1768906579.143128,-187,-186,5.31
1768906579.2431772,-187,-186,5.31
1768906579.343105,-187,-186,5.31
1768906579.443114,-187,-186,5.31
1768906579.5431366,-187,-187,0.0
1768906579.6431077,-187,-187,0.0
1768906579.7431252,-187,-187,0.0
1768906579.8431323,-187,-187,0.0
1768906579.9431472,-187,-203,-84.96
1768906580.0432863,-187,-206,-100.88999999999999
1768906580.1431897,-187,-224,-196.47
1768906580.2431242,-187,-242,-292.04999999999995
1768906580.3431344,-187,-239,-276.12
1768906580.4431255,-187,-230,-228.32999999999998
1768906580.5431652,-187,-227,-212.39999999999998
1768906580.6430528,-187,-222,-185.85
1768906580.7431002,-187,-217,-159.29999999999998
1768906580.8431828,-187,-213,-138.06
1768906580.9431088,-187,-207,-106.19999999999999
1768906581.0430782,-187,-205,-95.58
1768906581.143146,-187,-200,-69.03
1768906581.2431107,-187,-198,-58.41
1768906581.3431113,-187,-196,-47.79
1768906581.4431024,-187,-192,-26.549999999999997
1768906581.5430841,-187,-190,-15.93
1768906581.6431746,-187,-189,-10.62
1768906581.7432256,-187,-187,0.0
1768906581.8430917,-187,-187,0.0
1768906581.9430938,-187,-187,0.0
1768906582.0430896,-187,-187,0.0
1768906582.1430936,-187,-187,0.0
1768906582.2430642,-187,-186,5.31
1768906582.3430429,-187,-186,5.31
1768906582.443106,-187,-186,5.31
1768906582.5431545,-187,-186,5.31
1768906582.6430848,-187,-187,0.0
1768906582.7431147,-187,-187,0.0
1768906582.8432565,-187,-187,0.0
1768906582.9431994,-187,-187,0.0
1768906583.0430667,-187,-187,0.0
1768906583.1431024,-187,-187,0.0
1768906583.2429955,-187,-187,0.0
1768906583.343092,-187,-187,0.0
1768906583.4432375,-187,-187,0.0
1768906583.5438592,-187,-186,5.31
1768906583.6432307,-187,-183,21.24
1768906583.7430696,-187,-168,100.88999999999999
1768906583.8432286,-187,-155,169.92
1768906583.9431105,-187,-155,169.92
1768906584.0431197,-187,-162,132.75
1768906584.143111,-187,-162,132.75
1768906584.2430744,-187,-178,47.79
1768906584.343116,-187,-185,10.62
1768906584.4431362,-187,-185,10.62
1768906584.543062,-187,-190,-15.93
1768906584.6430955,-187,-191,-21.24
1768906584.7431169,-187,-191,-21.24
1768906584.843164,-187,-190,-15.93
1768906584.9431393,-187,-188,-5.31
1768906585.0431056,-187,-187,0.0
1768906585.1438172,-187,-187,0.0
1768906585.243216,-187,-187,0.0
1768906585.3431077,-187,-187,0.0
1768906585.4431295,-187,-186,5.31
1768906585.5430992,-187,-186,5.31
1768906585.6431823,-187,-186,5.31
1768906585.7431834,-187,-187,0.0
1768906585.843164,-187,-187,0.0
1768906585.943902,-187,-187,0.0
1768906586.0431268,-187,-187,0.0
1768906586.1431317,-187,-187,0.0
1768906586.2430692,-187,-187,0.0
1768906586.3431976,-187,-187,0.0
1768906586.4431438,-187,-186,5.31
1768906586.543117,-187,-185,10.62
1768906586.6431062,-187,-183,21.24
1768906586.7430418,-187,-180,37.169999999999995
1768906586.8431482,-187,-179,42.48
1768906586.9431117,-187,-180,37.169999999999995
1768906587.0432048,-187,-181,31.86
1768906587.143112,-187,-183,21.24
1768906587.24317,-187,-186,5.31
1768906587.3433235,-187,-188,-5.31
1768906587.4432461,-187,-188,-5.31
1768906587.5433278,-187,-190,-15.93
1768906587.643141,-187,-190,-15.93
1768906587.743171,-187,-188,-5.31
1768906587.8430605,-187,-187,0.0
1768906587.9430585,-187,-189,-10.62
1768906588.0431378,-187,-190,-15.93
1768906588.1431391,-187,-193,-31.86
1768906588.243119,-187,-193,-31.86
1768906588.343122,-187,-192,-26.549999999999997
1768906588.4431016,-187,-191,-21.24
1768906588.5431423,-187,-193,-31.86
1768906588.6430943,-187,-203,-84.96
1768906588.7432,-187,-203,-84.96
1768906588.8430421,-187,-213,-138.06
1768906588.9430578,-187,-211,-127.44
1768906589.0431192,-187,-209,-116.82
1768906589.1431174,-187,-203,-84.96
1768906589.243112,-187,-200,-69.03
1768906589.3430576,-187,-196,-47.79
1768906589.4431226,-187,-194,-37.169999999999995
1768906589.543182,-187,-193,-31.86
1768906589.6432245,-187,-190,-15.93
1768906589.7431011,-187,-189,-10.62
1768906589.843131,-187,-188,-5.31
1768906589.9431667,-187,-187,0.0
1768906590.0431821,-187,-187,0.0
1768906590.1431804,-187,-187,0.0
1768906590.2430549,-187,-187,0.0
1768906590.343144,-187,-187,0.0
1768906590.4431157,-187,-186,5.31
1768906590.5430865,-187,-186,5.31
1768906590.643088,-187,-186,5.31
1768906590.7431474,-187,-186,5.31
1768906590.8432593,-187,-187,0.0
1768906590.9431012,-187,-187,0.0
1768906591.0431178,-187,-187,0.0
1768906591.1431282,-187,-187,0.0
1768906591.243166,-187,-187,0.0
1768906591.3430521,-187,-187,0.0
