pos_izq,pos_der,vel_izq,vel_der,yaw,error_traj,delta_v,dist_restante,reward,done
36,56,-313,0,-140,0,-117.057,0.19,0,0
20,56,-284,2,-143,0,-110.159,0.19,0,0
10,57,-293,25,-141,0,-109.11,0.19,0,0
-15,60,-315,44,-141,0,-114.382,0.19,0,0
-25,60,-299,19,-138,0,-105.934,0.19,0,0
-43,60,-339,8,-133,0,-111.677,2.4,0,0
-56,60,-339,8,-127,0,-108.369,2.4,0,0
-73,60,-320,0,-127,0,-102.437,2.4,0,0
-97,60,-304,0,-121,0,-93.9242,0.368,0,0
-107,60,-302,0,-115,0,-90.2016,0.368,0,0
-128,60,-305,0,-110,0,-83.4748,0.235,0,0
111,60,-311,0,-110,0,-107.592,0.235,0,0
95,60,-311,0,-104,0,-103.539,0.235,0,0
82,60,-307,-2,-98,0,-98.9719,0.19,0,0
65,60,-317,-2,-98,0,-100.686,0.19,0,0
43,60,-314,-2,-91,0,-97.2123,0.176,0,0
31,60,-317,-2,-91,0,-97.1517,0.176,0,0
19,60,-320,0,-84,0,-94.5112,0.176,0,0
0,60,-310,0,-78,0,-89.0314,0.171,0,0
-15,60,-318,0,-78,0,-89.3165,0.171,0,0
-28,60,-315,0,-72,0,-84.633,0.171,0,0
-48,60,-309,0,-64,0,-77.6097,0.171,0,0
-67,59,-310,-2,-58,0,-69.415,0.171,0,0
-83,58,-314,-11,-58,0,-65.0739,0.321,0,0
-96,56,-309,-50,-51,0,-54.6326,0.321,0,0
-120,51,-318,-65,-45,0,-44.7042,0.34,0,0
118,48,-317,-76,-45,0,-61.2956,0.34,0,0
97,42,-316,-107,-41,0,-54.0033,0.36,0,0
87,38,-311,-114,-36,0,-48.7346,0.36,0,0
69,32,-315,-92,-36,0,-51.2924,0.36,0,0
53,27,-313,-90,-32,0,-48.1734,0.235,0,0
40,23,-315,-97,-28,0,-44.8577,0.235,0,0
10,14,-318,-100,-24,0,-42.5926,0.258,0,0
-3,10,-318,-113,-19,0,-37.3382,0.258,0,0
-27,1,-313,-124,-19,0,-36.1239,0.198,0,0
-40,-6,-320,-128,-15,0,-34.8906,0.198,0,0
-57,-12,-313,-139,-11,0,-29.141,0.198,0,0
-77,-21,-312,-145,-11,0,-26.0502,0.19,0,0
-89,-28,-322,-162,-7,0,-21.3203,0.19,0,0
-115,-40,-315,-171,-7,0,-16.0227,0.176,0,0
126,-48,-316,-185,-3,0,-15.2252,0.176,0,0
111,-58,-308,-204,0,0,-9.72702,0.152,0,0
91,-71,-305,-215,0,0,-7.54949,0.152,0,0
81,-82,-289,-227,3,0,-2.37484,0.152,0,0
60,-95,-285,-221,3,0,-2.63168,0.176,0,0
45,-108,-276,-249,6,0,3.49267,0.176,0,0
27,-124,-264,-253,7,0,6.01208,0.123,0,0
12,116,-254,-250,7,0,5.02625,0.123,0,0
-3,100,-249,-271,7,0,7.23272,0.101,0,0
-14,90,-245,-267,7,0,7.71779,0.101,0,0
-25,72,-242,-272,6,0,8.01874,0.083,0,0
-44,56,-241,-273,6,0,9.13194,0.083,0,0
-59,38,-240,-277,6,0,10.2038,0.067,0,0
-74,21,-235,-280,5,0,11.1469,0.067,0,0
-86,-2,-229,-280,5,0,11.6553,0.045,0,0
-106,-18,-232,-285,5,0,14.1709,0.045,0,0
-121,-37,-232,-287,3,0,15.5469,0.045,0,0
118,-58,-224,-283,3,0,11.4044,0.029,0,0
101,-81,-225,-288,1,0,10.3094,0.006,0,0
87,-100,-222,-293,0,0,10.574,0.006,0,0
76,-112,-223,-283,0,0,9.50921,0.006,0,0
62,126,-228,-283,0,0,0,-0.011,0,1
31,87,0,0,-34,0,-13.4948,0.207,0,0
31,87,-2,-2,-70,0,-25.6938,0.207,0,0
20,74,-295,-230,-99,0,-69.3205,0.262,0,0
1,64,-329,-241,-99,0,-71.3528,0.262,0,0
-17,54,-343,-87,-99,0,-90.8593,0.262,0,0
-33,52,-334,-47,-111,0,-100.206,0.277,0,0
-48,50,-315,-30,-111,0,-97.0368,0.277,0,0
-63,50,-279,-15,-117,0,-90.915,0.341,0,0
-76,50,-252,-7,-116,0,-83.781,0.341,0,0
-87,50,-308,-2,-116,0,-94.662,0.341,0,0
-107,50,-326,0,-112,0,-93.7009,0.239,0,0
-121,50,-331,-3,-107,0,-88.2636,0.239,0,0
118,49,-318,-15,-107,0,-105.771,0.233,0,0
101,49,-323,-15,-101,0,-102.43,0.233,0,0
87,49,-315,0,-93,0,-97.3705,0.233,0,0
64,49,-309,2,-93,0,-97.3812,0.239,0,0
53,49,-315,2,-86,0,-95.1312,0.239,0,0
35,49,-311,0,-81,0,-92.0489,0.199,0,0
19,49,-301,0,-81,0,-90.1008,0.199,0,0
4,49,-316,0,-75,0,-89.3782,0.199,0,0
-15,49,-315,0,-70,0,-85.2865,0.178,0,0
-29,49,-316,0,-70,0,-84.0397,0.178,0,0
-48,49,-316,-2,-64,0,-79.0155,0.171,0,0
-64,48,-316,-6,-57,0,-70.4198,0.171,0,0
-81,46,-308,-52,-51,0,-58.2672,0.171,0,0
-103,43,-322,-47,-46,0,-51.4505,0.171,0,0
-119,40,-303,-64,-46,0,-43.1559,0.171,0,0
113,34,-315,-90,-40,0,-56.4109,0.171,0,0
102,30,-310,-103,-35,0,-50.3333,0.171,0,0
83,24,-313,-97,-35,0,-50.3559,0.249,0,0
69,20,-318,-87,-30,0,-48.2251,0.249,0,0
55,16,-315,-91,-26,0,-44.1688,0.249,0,0
36,11,-319,-96,-23,0,-42.2131,0.283,0,0
25,7,-317,-100,-23,0,-41.1966,0.283,0,0
11,2,-313,-114,-19,0,-35.6219,0.283,0,0
-9,-5,-319,-128,-16,0,-33.387,0.283,0,0
-23,-12,-318,-141,-12,0,0,-0.02,0,1
-56,-26,0,0,47,0,29.8733,0.014,0,0
-56,-26,0,0,61,0,36.2938,0.338,0,0
-56,-26,-2,-9,61,0,36.6418,0.338,0,0
-59,-35,-121,-329,69,0,67.4745,0.321,0,0
-72,-60,-167,-334,69,0,68.5198,0.321,0,0
-78,-74,-120,-311,69,0,70.1474,0.321,0,0
-82,-93,-60,-331,69,0,73.548,0.305,0,0
-85,-108,-56,-316,67,0,72.9503,0.305,0,0
-87,127,-37,-295,64,0,77.1193,0.302,0,0
-89,114,-32,-322,61,0,76.6286,0.302,0,0
-91,98,-38,-312,61,0,74.6067,0.302,0,0
-93,80,-36,-324,57,0,72.0346,0.377,0,0
-95,62,-34,-314,50,0,66.9735,0.178,0,0
-97,37,-37,-318,43,0,59.8975,0.178,0,0
-99,24,-45,-310,43,0,58.0277,0.178,0,0
-102,10,-56,-316,36,0,51.1432,0.14,0,0
-106,-8,-71,-319,36,0,50.1155,0.14,0,0
-110,-24,-79,-309,36,0,49.7289,0.14,0,0
-114,-41,-90,-314,30,0,44.0677,0.091,0,0
-119,-54,-96,-309,30,0,44.0739,0.091,0,0
-124,-70,-106,-312,24,0,38.8183,0.077,0,0
123,-93,-116,-310,24,0,43.4624,0.077,0,0
119,-113,-135,-314,19,0,36.6381,0.055,0,0
107,124,-139,-320,14,0,30.4837,0.055,0,0
97,101,-139,-314,14,0,30.2599,0.034,0,0
91,88,-139,-309,9,0,26.0478,0.034,0,0
84,74,-153,-317,5,0,22.1018,0.034,0,0
75,54,-169,-320,4,0,19.5758,0.02,0,0
65,37,-177,-318,4,0,18.3475,0.02,0,0
57,19,-196,-310,0,0,12.5881,0.02,0,0
43,2,-209,-310,-4,0,0,-0.000999996,0,1
26,-29,0,0,-6,0,0.298721,0.079,0,0
26,-29,-3,0,-6,0,-0.21913,0.079,0,0
26,-29,-7,-17,2,0,6.39541,0.226,0,0
8,-48,-276,-288,11,0,10.1462,0.226,0,0
-1,-58,-281,-300,11,0,11.5235,0.226,0,0
-18,-76,-266,-293,13,0,14.9024,0.369,0,0
-26,-86,-250,-286,13,0,15.5368,0.369,0,0
-38,-100,-234,-284,14,0,17.4579,0.369,0,0
-55,-122,-211,-292,16,0,22.5749,0.493,0,0
-62,122,-213,-295,16,0,28.5803,0.493,0,0
-74,106,-206,-312,16,0,32.2548,0.586,0,0
-86,88,-189,-315,16,0,34.3244,0.586,0,0
-93,73,-166,-310,15,0,34.5198,0.586,0,0
-100,60,-131,-295,15,0,35.2996,0.594,0,0
-107,40,-113,-294,15,0,34.6198,0.594,0,0
-118,22,-173,-312,16,0,33.6566,0.594,0,0
-125,8,-170,-333,14,0,32.1127,0.594,0,0
123,-8,-161,-314,11,0,28.2757,0.594,0,0
113,-30,-149,-316,11,0,30.5279,0.579,0,0
104,-46,-162,-311,7,0,25.2381,0.579,0,0
92,-70,-160,-314,7,0,25.2633,0.57,0,0
87,-80,-165,-316,3,0,21.713,0.57,0,0
78,-97,-175,-318,1,0,19.0799,0.554,0,0
69,-115,-184,-314,-1,0,16.1519,0.554,0,0
57,125,-204,-309,-1,0,5.67291,0.554,0,0
49,112,-214,-304,-4,0,2.13341,0.525,0,0
37,96,-218,-298,-4,0,1.9555,0.525,0,0
27,78,-230,-273,-7,0,-2.48876,0.52,0,0
13,66,-239,-270,-7,0,-2.98269,0.52,0,0
3,54,-256,-253,-9,0,-6.40297,0.483,0,0
-15,36,-263,-259,-9,0,-7.06785,0.483,0,0
-32,22,-262,-245,-9,0,-8.64249,0.483,0,0
-53,3,-272,-235,-9,0,-11.4803,0.447,0,0
-66,-8,-274,-242,-8,0,-10.0598,0.447,0,0
-82,-23,-262,-239,-9,0,-9.43293,0.453,0,0
-95,-33,-272,-245,-11,0,-10.1947,0.453,0,0
-111,-49,-268,-244,-11,0,-5.98112,0.453,0,0
-127,-63,-260,-236,-11,0,-1.04754,0.375,0,0
115,-80,-283,-241,-20,0,-14.9142,0.341,0,0
94,-93,-292,-237,-26,0,-20.2779,0.341,0,0
74,-110,-301,-247,-26,0,-20.1253,0.377,0,0
47,125,-288,-222,-24,0,-21.1913,0.377,0,0
24,107,-304,-197,-21,0,-23.3817,0.323,0,0
6,97,-310,-198,-21,0,-24.5586,0.323,0,0
-15,84,-320,-202,-19,0,-24.6633,0.323,0,0
-33,73,-317,-198,-16,0,-24.2767,0.35,0,0
-58,58,-316,-192,-13,0,-24.3443,0.35,0,0
-78,44,-313,-186,-11,0,-23.3054,0.306,0,0
-99,32,-314,-190,-11,0,-19.4088,0.306,0,0
-116,22,-318,-184,-8,0,-15.4194,0.302,0,0
121,10,-309,-196,-6,0,-15.8138,0.302,0,0
109,2,-309,-210,-6,0,-13.5939,0.287,0,0
85,-14,-318,-212,-2,0,-11.8372,0.287,0,0
67,-25,-315,-202,3,0,-9.48965,0.287,0,0
50,-38,-325,-213,10,0,-4.76616,0.262,0,0
30,-50,-305,-215,10,0,-2.35094,0.262,0,0
18,-58,-284,-229,19,0,7.45854,0.258,0,0
1,-74,-266,-246,32,0,21.0668,0.258,0,0
-10,-84,-258,-264,32,0,24.187,0.289,0,0
-25,-101,-240,-284,49,0,39.3556,0.289,0,0
-37,-116,-235,-318,64,0,54.6516,0.289,0,0
-51,117,-168,-324,64,0,61.6526,0.341,0,0
-60,98,-130,-317,76,0,71.2814,0.341,0,0
-63,84,-83,-294,78,0,73.9393,0.304,0,0
-68,67,-56,-288,78,0,75.8593,0.304,0,0
-69,56,-34,-300,78,0,78.684,0.304,0,0
-70,32,-15,-319,73,0,78.0626,0.297,0,0
-71,18,-12,-322,73,0,78.3037,0.297,0,0
-72,4,-20,-315,65,0,71.7533,0.297,0,0
-74,-12,-37,-315,62,0,67.6756,0.306,0,0
-75,-25,-49,-312,57,0,61.7107,0.306,0,0
-79,-54,-61,-308,51,0,56.3158,0.233,0,0
-84,-69,-63,-305,51,0,57.4543,0.233,0,0
-89,-88,-86,-312,47,0,54.1356,0.222,0,0
-94,-107,-88,-317,48,0,55.9404,0.222,0,0
-99,-123,-85,-321,48,0,57.3922,0.233,0,0
-105,111,-83,-320,53,0,70.6015,0.233,0,0
-107,99,-84,-318,59,0,73.236,0.233,0,0
-112,80,-72,-329,62,0,76.0828,0.23,0,0
-116,63,-59,-319,62,0,76.2591,0.23,0,0
-118,47,-45,-296,60,0,74.8834,0.23,0,0
-119,31,-30,-309,58,0,75.8002,0.222,0,0
-119,16,-14,-318,58,0,77.7162,0.222,0,0
-119,-1,-6,-318,45,0,69.0388,0.184,0,0
-121,-19,-14,-314,45,0,66.5689,0.184,0,0
-123,-34,-62,-313,45,0,61.4094,0.184,0,0
-128,-55,-70,-303,38,0,55.2242,0.172,0,0
125,-66,-75,-303,38,0,57.4719,0.172,0,0
121,-86,-80,-315,32,0,53.9479,0.107,0,0
116,-102,-84,-312,32,0,52.8874,0.107,0,0
111,-117,-84,-315,26,0,48.8872,0.085,0,0
106,118,-89,-310,26,0,47.7369,0.085,0,0
103,107,-91,-323,20,0,44.2836,0.085,0,0
96,83,-101,-314,13,0,36.6075,0.059,0,0
91,72,-106,-319,13,0,36.7375,0.059,0,0
86,56,-116,-316,13,0,34.9301,0.059,0,0
80,44,-131,-311,9,0,29.0529,0.041,0,0
73,27,-139,-322,9,0,29.4483,0.041,0,0
67,12,-149,-315,4,0,23.6035,0.029,0,0
57,-6,-162,-310,-1,0,17.2727,0.029,0,0
50,-20,-184,-312,-1,0,15.5253,0.012,0,0
35,-45,-197,-310,-1,0,15.3196,0.012,0,0
26,-58,-217,-301,-5,0,9.08611,0.012,0,0
12,-77,-213,-295,-8,0,0,-0.003,0,1
