pos_izq,pos_der,vel_izq,vel_der,yaw,error_traj,delta_v,dist_restante,reward,done
-82,-50,-261,-259,1,0,0.059848,0.472,0,0
-95,-65,-252,-264,1,0,4.56112,0.457,0,0
-110,-80,-249,-259,1,0,7.13675,0.457,0,0
-118,-88,-246,-268,1,0,9.49268,0.432,0,0
121,-106,-248,-273,1,0,6.78021,0.432,0,0
110,-119,-238,-277,0,0,7.69605,0.432,0,0
99,124,-238,-283,0,0,2.29998,0.419,0,0
87,110,-237,-276,-1,0,1.47157,0.419,0,0
75,96,-244,-279,-1,0,1.501,0.419,0,0
62,82,-244,-270,-2,0,0.332849,0.396,0,0
49,68,-251,-269,-3,0,-0.73014,0.396,0,0
35,54,-251,-258,-3,0,-1.42631,0.384,0,0
25,42,-252,-258,-3,0,-1.27511,0.384,0,0
11,28,-255,-256,-3,0,-1.74616,0.384,0,0
-7,8,-257,-245,-3,0,-4.01879,0.36,0,0
-21,-2,-262,-255,-3,0,-3.67438,0.36,0,0
-34,-20,-272,-247,-2,0,-5.67289,0.346,0,0
-58,-37,-270,-245,-2,0,-5.68232,0.346,0,0
-69,-48,-271,-246,-2,0,-5.58265,0.321,0,0
-89,-65,-274,-239,-1,0,-3.63126,0.321,0,0
-99,-74,-272,-244,-1,0,-0.897356,0.321,0,0
-111,-85,-269,-241,-1,0,1.91212,0.297,0,0
127,-101,-263,-248,0,0,1.93837,0.297,0,0
113,-114,-262,-254,1,0,3.21013,0.278,0,0
98,124,-256,-258,1,0,-1.27742,0.278,0,0
86,114,-256,-265,1,0,0.178088,0.278,0,0
67,96,-264,-252,1,0,-0.740154,0.266,0,0
54,83,-257,-261,1,0,0.380249,0.266,0,0
42,70,-254,-257,1,0,0.481238,0.266,0,0
25,54,-258,-256,1,0,0.265238,0.283,0,0
10,38,-251,-260,1,0,1.32793,0.283,0,0
-7,20,-253,-263,1,0,2.22648,0.226,0,0
-19,9,-255,-260,1,0,1.23468,0.226,0,0
-37,-11,-252,-264,1,0,2.13422,0.207,0,0
-46,-21,-253,-262,1,0,1.6041,0.207,0,0
-66,-40,-252,-263,1,0,2.06486,0.186,0,0
-77,-52,-252,-264,1,0,2.57431,0.186,0,0
-89,-68,-249,-260,1,0,3.74736,0.176,0,0
-106,-82,-252,-262,1,0,6.38647,0.176,0,0
-115,-92,-250,-257,1,0,7.8297,0.176,0,0
122,-112,-244,-272,1,0,7.38655,0.152,0,0
111,-124,-245,-275,1,0,7.52129,0.152,0,0
96,115,-243,-273,0,0,1.38761,0.139,0,0
84,101,-244,-272,0,0,1.74586,0.139,0,0
71,78,-245,-272,-1,0,1.69188,0.117,0,0
52,66,-253,-266,-1,0,0.510746,0.117,0,0
43,56,-252,-265,-1,0,0.665976,0.117,0,0
23,37,-248,-261,-2,0,0.157561,0.093,0,0
12,25,-253,-260,-2,0,-0.293442,0.093,0,0
-1,9,-257,-268,-2,0,0.305675,0.077,0,0
-19,-7,-250,-260,-2,0,-0.00983031,0.077,0,0
-29,-18,-253,-262,-2,0,-0.295873,0.077,0,0
-47,-36,-250,-258,-2,0,-0.324111,0.055,0,0
-58,-48,-260,-255,-2,0,-2.20677,0.055,0,0
-76,-66,-259,-255,-2,0,-1.89049,0.041,0,0
-89,-77,-265,-250,-2,0,-1.68929,0.041,0,0
-102,-90,-260,-251,-1,0,2.35062,0.031,0,0
-120,-107,-261,-250,-1,0,5.21948,0.031,0,0
125,-123,-257,-261,-1,0,3.88793,0.031,0,0
103,116,-251,-268,-1,0,-0.475967,0.006,0,0
91,103,-250,-265,-1,0,0.271311,0.006,0,0
75,84,-258,-254,-1,0,0,-0.013,0,1
53,64,0,0,-4,0,6.73303,0.025,0,0
53,64,0,0,-4,0,6.73303,0.025,0,0
53,62,-97,-82,-5,0,-6.30178,0.025,0,0
39,46,-251,-295,-5,0,0.724707,0.179,0,0
26,34,-280,-297,-5,0,-1.12744,0.179,0,0
14,20,-281,-271,-2,0,-2.26034,0.445,0,0
-7,0,-265,-262,0,0,-0.34902,0.445,0,0
-19,-13,-259,-250,0,0,-1.49769,0.568,0,0
-38,-30,-255,-253,-5,0,-4.15901,0.568,0,0
-47,-40,-259,-246,-5,0,-5.74675,0.568,0,0
-64,-55,-270,-243,-8,0,-10.079,0.594,0,0
-77,-66,-272,-241,-7,0,-9.8963,0.594,0,0
-93,-81,-285,-231,-2,0,-5.41746,0.314,0,0
-111,-94,-285,-231,1,0,0.753861,0.314,0,0
-127,-111,-281,-238,2,0,5.76444,0.634,0,0
109,-124,-257,-247,2,0,3.77646,0.634,0,0
100,121,-230,-265,3,0,3.45032,0.634,0,0
85,105,-236,-260,2,0,2.50531,0.607,0,0
73,93,-254,-246,2,0,0.268674,0.607,0,0
59,79,-248,-267,2,0,2.54057,0.6,0,0
43,60,-253,-267,2,0,2.52388,0.6,0,0
32,50,-257,-267,1,0,1.63311,0.6,0,0
13,31,-255,-257,1,0,1.07834,0.6,0,0
4,21,-250,-255,1,0,1.29136,0.6,0,0
-14,3,-250,-265,1,0,3.033,0.607,0,0
-23,-8,-253,-268,1,0,2.93779,0.607,0,0
-38,-24,-250,-260,1,0,1.9992,0.594,0,0
-51,-36,-252,-265,1,0,2.54405,0.594,0,0
-63,-48,-251,-258,1,0,1.7257,0.594,0,0
-74,-61,-250,-279,0,0,4.57648,0.58,0,0
-87,-76,-232,-284,0,0,7.22478,0.58,0,0
-97,-89,-229,-281,-4,0,4.70321,0.58,0,0
-113,-108,-246,-281,-8,0,1.86046,0.516,0,0
-123,-119,-255,-261,-14,0,-4.23536,0.516,0,0
115,118,-247,-258,-14,0,-10.7084,0.48,0,0
105,108,-260,-235,-12,0,-12.0376,0.48,0,0
89,96,-280,-228,-11,0,-12.9495,0.457,0,0
69,80,-287,-234,-11,0,-12.1234,0.457,0,0
58,67,-293,-224,-9,0,-12.4216,0.457,0,0
32,51,-292,-223,-9,0,-12.3846,0.445,0,0
22,40,-294,-219,-7,0,-12.241,0.445,0,0
0,26,-299,-222,-6,0,-12.7206,0.447,0,0
-14,17,-292,-219,-6,0,-12.8557,0.447,0,0
-36,0,-294,-218,-4,0,-12.6265,0.432,0,0
-52,-12,-290,-219,-2,0,-11.2593,0.432,0,0
-71,-26,-297,-219,0,0,-10.1211,0.436,0,0
-104,-50,-285,-230,2,0,0.681952,0.436,0,0
-127,-70,-291,-230,3,0,6.05414,0.404,0,0
97,-95,-282,-231,4,0,-0.0540388,0.388,0,0
81,-110,-262,-254,5,0,5.3889,0.388,0,0
63,-128,-252,-262,6,0,8.16709,0.368,0,0
49,114,-243,-275,6,0,5.32131,0.356,0,0
27,88,-257,-259,5,0,3.25072,0.356,0,0
7,68,-248,-257,5,0,3.76257,0.333,0,0
-13,47,-253,-271,5,0,5.23754,0.333,0,0
-28,31,-251,-264,5,0,4.91609,0.314,0,0
-45,14,-249,-266,5,0,5.57865,0.314,0,0
-57,-3,-249,-273,5,0,6.5636,0.314,0,0
-72,-16,-241,-267,4,0,6.61561,0.298,0,0
-87,-33,-238,-273,4,0,8.05299,0.285,0,0
-100,-47,-244,-276,4,0,9.59652,0.285,0,0
-109,-60,-239,-280,3,0,11.1788,0.285,0,0
-122,-75,-236,-283,3,0,13.996,0.268,0,0
123,-87,-232,-283,3,0,10.7024,0.268,0,0
102,-114,-221,-294,1,0,11.8654,0.254,0,0
91,-127,-221,-285,1,0,11.0376,0.254,0,0
76,109,-223,-291,-1,0,3.29752,0.234,0,0
60,88,-230,-283,-2,0,2.01396,0.234,0,0
39,63,-235,-284,-3,0,1.52268,0.205,0,0
27,48,-250,-263,-4,0,-1.61713,0.205,0,0
9,31,-248,-267,-5,0,-1.66724,0.205,0,0
-6,12,-251,-260,-5,0,-2.39125,0.188,0,0
-22,-2,-258,-253,-5,0,-4.89936,0.171,0,0
-33,-13,-260,-257,-5,0,-4.7018,0.171,0,0
-46,-26,-263,-255,-5,0,-5.35977,0.171,0,0
-63,-40,-273,-245,-5,0,-8.39486,0.152,0,0
-80,-58,-277,-246,-5,0,-8.6775,0.152,0,0
-93,-68,-268,-238,-4,0,-4.88174,0.139,0,0
-107,-86,-282,-230,-3,0,-3.69625,0.139,0,0
-127,-96,-283,-231,-3,0,0.948993,0.117,0,0
118,-106,-278,-246,-2,0,-1.44631,0.117,0,0
105,-118,-266,-247,-1,0,0.72388,0.101,0,0
91,124,-255,-251,-1,0,-2.86917,0.101,0,0
76,110,-258,-255,-1,0,-1.75404,0.101,0,0
64,98,-258,-261,0,0,-0.487242,0.083,0,0
49,82,-256,-254,-1,0,-1.28012,0.083,0,0
31,66,-265,-253,-1,0,-1.64364,0.062,0,0
19,53,-257,-251,0,0,-0.61964,0.062,0,0
4,39,-261,-252,0,0,-0.739096,0.04,0,0
-13,23,-264,-253,0,0,-1.80476,0.04,0,0
-28,8,-258,-256,0,0,-0.872057,0.04,0,0
-42,-7,-261,-250,0,0,-2.40749,0.033,0,0
-61,-23,-262,-250,1,0,-1.72118,0.016,0,0
-78,-40,-262,-259,1,0,-0.364212,0.016,0,0
-89,-50,-259,-248,1,0,0.748035,0.016,0,0
-105,-67,-264,-256,1,0,0,-0.003,0,1
-128,-92,0,0,1,0,34.3772,0.016,0,0
-128,-92,0,0,-2,0,33.0073,0.016,0,0
-128,-93,-3,-30,-2,0,35.1858,0.016,0,0
121,-110,-145,-331,-3,0,22.8231,0.19,0,0
110,124,-168,-354,-3,0,17.3674,0.19,0,0
101,107,-177,-328,-1,0,14.0214,0.331,0,0
93,90,-190,-321,-1,0,11.6581,0.331,0,0
85,79,-204,-300,-2,0,7.0234,0.432,0,0
68,57,-226,-289,-4,0,3.18076,0.432,0,0
61,47,-236,-272,-5,0,0.758297,0.432,0,0
41,24,-247,-270,-2,0,2.16015,0.484,0,0
30,13,-257,-259,-2,0,-0.491146,0.484,0,0
12,-7,-253,-246,-2,0,-1.84935,0.494,0,0
-1,-18,-238,-229,-1,0,-1.64437,0.494,0,0
-11,-30,-251,-252,-1,0,-0.0613545,0.482,0,0
-31,-47,-259,-257,-1,0,-0.44805,0.482,0,0
-41,-60,-263,-257,-1,0,-0.880412,0.457,0,0
-65,-81,-269,-254,-1,0,-2.15578,0.457,0,0
-75,-91,-266,-250,-1,0,-2.2192,0.457,0,0
-92,-106,-259,-250,-1,0,1.01432,0.432,0,0
-102,-117,-262,-256,-1,0,2.78825,0.432,0,0
-114,127,-261,-255,-1,0,8.55072,0.432,0,0
124,110,-250,-264,0,0,0.626325,0.424,0,0
113,98,-252,-272,0,0,2.14631,0.424,0,0
94,77,-239,-280,0,0,4.20698,0.396,0,0
84,66,-251,-260,0,0,2.04225,0.396,0,0
69,52,-270,-246,5,0,1.86948,0.377,0,0
55,38,-272,-270,13,0,9.62808,0.377,0,0
41,24,-264,-284,13,0,11.9753,0.354,0,0
23,4,-250,-288,23,0,21.8826,0.354,0,0
15,-8,-235,-295,25,0,26.6224,0.354,0,0
-2,-28,-206,-265,26,0,27.3312,0.34,0,0
-10,-38,-186,-280,26,0,30.9158,0.34,0,0
-17,-54,-168,-317,24,0,34.9715,0.324,0,0
-27,-71,-168,-314,24,0,34.9135,0.324,0,0
-37,-92,-151,-318,19,0,32.4679,0.306,0,0
-47,-112,-150,-315,19,0,31.8326,0.306,0,0
-54,-126,-150,-315,16,0,29.679,0.306,0,0
-61,114,-150,-313,13,0,36.6294,0.289,0,0
-69,100,-153,-318,13,0,35.9625,0.289,0,0
-76,86,-165,-312,10,0,31.7635,0.289,0,0
-85,66,-156,-314,8,0,30.2654,0.27,0,0
-97,39,-144,-317,4,0,27.2082,0.247,0,0
-109,16,-141,-315,4,0,24.601,0.247,0,0
-116,0,-158,-314,0,0,19.7078,0.226,0,0
125,-26,-171,-317,-4,0,17.107,0.226,0,0
118,-40,-186,-320,-4,0,15.6773,0.226,0,0
102,-66,-208,-317,-8,0,9.45849,0.203,0,0
92,-84,-215,-302,-10,0,5.4776,0.203,0,0
77,-101,-216,-296,-12,0,3.57437,0.195,0,0
68,-116,-226,-270,-15,0,-2.0796,0.195,0,0
50,122,-234,-274,-17,0,-8.80485,0.179,0,0
39,108,-246,-266,-17,0,-9.79702,0.179,0,0
28,96,-261,-258,-18,0,-11.593,0.179,0,0
7,79,-277,-233,-17,0,-14.1275,0.171,0,0
-8,66,-286,-235,-17,0,-15.3201,0.171,0,0
-27,51,-282,-231,-16,0,-15.559,0.147,0,0
-37,42,-297,-220,-15,0,-18.1681,0.147,0,0
-62,25,-295,-223,-15,0,-18.4066,0.176,0,0
-79,11,-298,-216,-13,0,-19.2299,0.176,0,0
-93,2,-299,-208,-12,0,-17.6868,0.109,0,0
-112,-12,-309,-211,-10,0,-13.5376,0.109,0,0
121,-27,-304,-215,-8,0,-13.5781,0.078,0,0
106,-38,-303,-211,-8,0,-13.7684,0.078,0,0
87,-52,-294,-218,-6,0,-10.3894,0.067,0,0
71,-64,-297,-219,-4,0,-9.28475,0.067,0,0
56,-76,-294,-221,-3,0,-8.0404,0.067,0,0
36,-90,-281,-223,-3,0,-6.36457,0.049,0,0
23,-102,-287,-230,-1,0,-4.88818,0.049,0,0
9,-112,-281,-232,0,0,-3.33327,0.031,0,0
-7,-126,-277,-234,0,0,-2.6073,0.031,0,0
-21,119,-279,-238,1,0,-2.51939,0.031,0,0
-36,100,-271,-246,2,0,0.0992457,0.014,0,0
-55,88,-265,-254,3,0,4.01597,0.014,0,0
-72,72,-263,-250,3,0,0,-0.003,0,1
-89,52,0,0,-2,0,5.10072,0.139,0,0
-89,52,0,0,-3,0,4.92105,0.139,0,0
-92,48,-116,-190,-1,0,20.3985,0.312,0,0
-106,30,-261,-297,0,0,10.6679,0.312,0,0
-119,12,-246,-326,0,0,15.5676,0.423,0,0
118,-10,-219,-316,0,0,13.5138,0.423,0,0
111,-26,-210,-295,1,0,12.7473,0.423,0,0
92,-47,-215,-291,2,0,12.1307,0.476,0,0
81,-62,-216,-290,2,0,11.7643,0.476,0,0
67,-81,-222,-299,3,0,13.0757,0.468,0,0
55,-97,-223,-290,2,0,11.6132,0.468,0,0
41,-118,-226,-276,2,0,9.93146,0.448,0,0
25,122,-221,-265,1,0,3.40183,0.448,0,0
13,108,-225,-285,0,0,4.67936,0.431,0,0
-3,88,-224,-283,0,0,5.60954,0.431,0,0
-11,76,-232,-280,-2,0,3.26422,0.431,0,0
-28,56,-243,-277,-3,0,1.41375,0.417,0,0
-39,45,-240,-277,-3,0,2.21848,0.417,0,0
-51,30,-222,-284,-12,0,-0.0547169,0.401,0,0
-65,13,-247,-263,-12,0,-5.36088,0.401,0,0
-76,3,-287,-268,-25,0,-18.4942,0.401,0,0
-95,-14,-292,-248,-31,0,-24.9036,0.35,0,0
-108,-24,-290,-224,-31,0,-26.0302,0.35,0,0
-126,-38,-281,-198,-30,0,-20.9081,0.341,0,0
115,-47,-299,-186,-29,0,-30.4074,0.341,0,0
97,-60,-317,-195,-26,0,-28.9801,0.324,0,0
75,-71,-320,-193,-23,0,-27.2064,0.324,0,0
59,-84,-314,-171,-23,0,-29.0374,0.324,0,0
31,-96,-318,-163,-20,0,-28.9959,0.314,0,0
13,-105,-316,-169,-17,0,-26.7297,0.314,0,0
-2,-113,-313,-170,-17,0,-26.9234,0.302,0,0
-23,-125,-310,-166,-14,0,-25.8334,0.302,0,0
-44,121,-312,-168,-7,0,-22.0303,0.285,0,0
-64,110,-320,-173,-7,0,-22.0443,0.285,0,0
-83,99,-318,-182,-5,0,-17.2627,0.275,0,0
-105,87,-323,-193,-1,0,-10.4411,0.275,0,0
123,70,-320,-200,2,0,-13.1658,0.253,0,0
99,52,-299,-207,5,0,-5.74165,0.226,0,0
71,32,-285,-227,7,0,-0.617577,0.226,0,0
49,16,-279,-236,8,0,1.42092,0.207,0,0
35,4,-268,-250,9,0,4.78405,0.207,0,0
19,-11,-265,-242,9,0,3.92066,0.19,0,0
6,-24,-259,-260,10,0,7.59911,0.19,0,0
-7,-41,-246,-270,10,0,11.3776,0.178,0,0
-25,-56,-248,-266,10,0,11.2158,0.178,0,0
-35,-72,-239,-276,9,0,13.0417,0.158,0,0
-53,-88,-237,-259,10,0,10.7891,0.158,0,0
-62,-99,-257,-275,17,0,15.0104,0.158,0,0
-81,-120,-236,-296,17,0,21.455,0.158,0,0
-89,125,-228,-329,22,0,36.9363,0.158,0,0
-100,109,-217,-312,23,0,36.7968,0.123,0,0
-111,92,-201,-292,23,0,39.039,0.123,0,0
-120,79,-162,-307,21,0,44.7986,0.123,0,0
127,59,-136,-312,18,0,35.4396,0.101,0,0
121,44,-128,-313,16,0,35.8433,0.101,0,0
113,24,-113,-310,16,0,37.8554,0.079,0,0
108,9,-125,-314,11,0,33.1625,0.079,0,0
99,-10,-139,-323,8,0,30.0116,0.059,0,0
91,-30,-148,-314,8,0,27.5023,0.059,0,0
82,-49,-159,-318,5,0,24.1402,0.059,0,0
71,-66,-174,-312,1,0,19.3072,0.04,0,0
63,-84,-195,-310,-2,0,14.6419,0.04,0,0
47,-105,-213,-310,-3,0,11.9819,0.033,0,0
37,-120,-218,-294,-3,0,9.58199,0.033,0,0
21,116,-222,-290,-6,0,1.33292,0.016,0,0
13,103,-220,-292,-9,0,0.17796,0.016,0,0
-6,83,-237,-279,-10,0,-2.73685,0.006,0,0
-17,70,-244,-264,-10,0,-4.86363,0.006,0,0
-29,56,-259,-257,-11,0,0,-0.012,0,1
-49,39,0,0,-12,0,-0.679949,0.022,0,0
-49,39,0,0,-12,0,-0.678261,0.171,0,0
-49,39,-2,-8,-11,0,1.04816,0.171,0,0
-53,34,-157,-199,-11,0,1.28657,0.171,0,0
-67,20,-281,-287,-11,0,-6.10483,0.314,0,0
-83,6,-288,-289,-8,0,-3.97248,0.314,0,0
-93,-6,-279,-259,-8,0,-6.19477,0.314,0,0
-115,-26,-268,-244,-5,0,2.30424,0.459,0,0
-126,-38,-269,-244,-3,0,6.38118,0.459,0,0
115,-50,-271,-239,-3,0,-3.18905,0.51,0,0
99,-64,-259,-261,-3,0,0.482022,0.51,0,0
89,-75,-252,-260,-3,0,1.23838,0.518,0,0
70,-95,-242,-256,-3,0,2.09154,0.518,0,0
61,-105,-249,-245,-3,0,0.248758,0.518,0,0
38,-128,-242,-256,-3,0,2.41719,0.504,0,0
29,120,-255,-261,-3,0,-1.25317,0.504,0,0
13,102,-251,-258,-3,0,-1.1089,0.482,0,0
-1,88,-256,-257,-3,0,-1.82199,0.482,0,0
-13,75,-268,-258,-3,0,-2.92766,0.468,0,0
-31,59,-260,-249,-3,0,-3.05546,0.468,0,0
-43,48,-259,-257,-3,0,-1.86951,0.468,0,0
-62,30,-262,-251,-2,0,-1.26664,0.445,0,0
-71,14,-263,-252,-2,0,-1.39136,0.445,0,0
-91,2,-262,-255,-2,0,0.995534,0.419,0,0
-101,-8,-262,-253,-2,0,3.31009,0.419,0,0
-115,-22,-252,-259,-2,0,8.82134,0.404,0,0
124,-40,-250,-256,-2,0,1.96328,0.404,0,0
114,-50,-248,-274,-1,0,4.80285,0.387,0,0
93,-72,-242,-273,-1,0,5.08372,0.387,0,0
83,-92,-245,-275,-2,0,4.57316,0.369,0,0
61,-108,-240,-268,-3,0,3.79006,0.369,0,0
49,-122,-241,-271,-3,0,4.16271,0.35,0,0
27,108,-229,-287,-3,0,1.53371,0.35,0,0
16,93,-214,-281,-6,0,0.755168,0.35,0,0
-7,70,-277,-266,-16,0,-11.8373,0.331,0,0
-26,48,-237,-260,-20,0,-11.3549,0.314,0,0
-45,27,-244,-232,-18,0,-13.2461,0.314,0,0
-59,16,-267,-240,-18,0,-15.299,0.314,0,0
-76,2,-286,-240,-17,0,-17.114,0.289,0,0
-89,-11,-289,-229,-16,0,-18.1121,0.289,0,0
-113,-28,-298,-219,-15,0,-13.9607,0.275,0,0
122,-42,-299,-206,-13,0,-17.3562,0.275,0,0
102,-56,-304,-221,-13,0,-15.4956,0.27,0,0
83,-70,-297,-216,-11,0,-13.9359,0.27,0,0
67,-82,-294,-218,-10,0,-12.7081,0.283,0,0
55,-93,-294,-216,-8,0,-11.5596,0.283,0,0
30,-110,-295,-223,-6,0,-9.59053,0.222,0,0
14,-122,-284,-223,-6,0,-8.34392,0.222,0,0
1,124,-286,-230,-5,0,-7.45255,0.198,0,0
-12,114,-284,-226,-4,0,-7.43749,0.198,0,0
-27,100,-283,-234,-3,0,-6.03056,0.186,0,0
-47,83,-281,-237,-2,0,-5.21489,0.186,0,0
-69,66,-274,-243,-1,0,-1.39058,0.171,0,0
-83,54,-269,-246,-1,0,0.625136,0.171,0,0
-95,43,-274,-241,0,0,1.60272,0.146,0,0
-111,28,-264,-250,1,0,8.85407,0.146,0,0
-124,12,-252,-261,1,0,15.1975,0.136,0,0
112,-5,-253,-262,1,0,4.04218,0.136,0,0
101,-20,-251,-264,2,0,5.03954,0.109,0,0
80,-38,-263,-273,12,0,11.1509,0.109,0,0
69,-50,-244,-305,26,0,26.9883,0.109,0,0
51,-74,-241,-308,30,0,30.4035,0.091,0,0
36,-93,-215,-285,30,0,29.5231,0.091,0,0
23,-116,-144,-307,30,0,40.9154,0.093,0,0
17,-128,-139,-308,27,0,39.1788,0.093,0,0
9,108,-144,-318,24,0,36.2238,0.048,0,0
3,92,-136,-319,22,0,35.6554,0.048,0,0
-5,78,-142,-315,19,0,31.9445,0.048,0,0
-15,56,-145,-312,19,0,31.0339,0.033,0,0
-21,35,-150,-313,14,0,27.6895,0.014,0,0
-33,18,-158,-317,14,0,27.6634,0.014,0,0
-39,3,-162,-314,11,0,25.2409,0.014,0,0
-51,-18,-166,-312,9,0,0,-0.00699999,0,1
-58,-36,0,0,-1,0,15.1147,0.016,0,0
-58,-36,0,0,-1,0,15.1147,0.016,0,0
-59,-38,-67,-157,-2,0,7.26011,0.129,0,0
-69,-50,-200,-295,-2,0,10.9792,0.129,0,0
-78,-64,-248,-319,-4,0,7.74326,0.129,0,0
-95,-84,-254,-293,-4,0,2.56778,0.27,0,0
-108,-100,-253,-275,1,0,7.71318,0.27,0,0
127,-122,-249,-262,1,0,6.2548,0.396,0,0
115,122,-246,-265,3,0,2.20346,0.396,0,0
96,102,-243,-272,1,0,2.81809,0.396,0,0
87,90,-239,-275,1,0,3.60073,0.495,0,0
69,72,-250,-262,-3,0,-0.658706,0.495,0,0
55,56,-255,-265,-2,0,0.158327,0.568,0,0
45,45,-254,-256,-1,0,0.35334,0.568,0,0
29,31,-261,-253,-1,0,-1.10174,0.58,0,0
18,21,-257,-260,-1,0,-0.00205643,0.58,0,0
2,4,-255,-258,-2,0,-0.946968,0.58,0,0
-15,-13,-242,-230,-3,0,-4.19298,0.586,0,0
-30,-29,-236,-241,-2,0,-0.665985,0.586,0,0
-41,-41,-259,-246,-2,0,-3.32892,0.586,0,0
-61,-57,-270,-260,-2,0,-2.82408,0.586,0,0
-86,-82,-271,-259,-1,0,-1.04574,0.564,0,0
-106,-103,-257,-248,-1,0,3.28421,0.564,0,0
-126,-120,-263,-251,0,0,7.0319,0.531,0,0
115,122,-256,-245,0,0,-3.08715,0.531,0,0
95,98,-259,-260,0,0,0.131384,0.51,0,0
75,81,-250,-268,0,0,1.63817,0.494,0,0
48,53,-243,-269,0,0,2.61092,0.494,0,0
35,38,-249,-270,-1,0,1.83412,0.466,0,0
18,20,-249,-263,-1,0,1.3066,0.466,0,0
7,9,-249,-260,-1,0,0.829245,0.466,0,0
-10,-8,-256,-262,-1,0,0.354734,0.453,0,0
-19,-18,-254,-264,-1,0,0.883369,0.453,0,0
-34,-33,-250,-262,-1,0,1.20637,0.43,0,0
-49,-50,-252,-263,-1,0,1.24787,0.43,0,0
-65,-68,-251,-256,-1,0,0.530844,0.413,0,0
-81,-84,-249,-260,-1,0,0.913678,0.413,0,0
-91,-92,-249,-261,-1,0,2.65395,0.413,0,0
-108,-110,-253,-264,-1,0,5.2936,0.392,0,0
-117,-120,-250,-265,-2,0,6.38645,0.392,0,0
-127,125,-251,-265,-2,0,13.6498,0.392,0,0
112,108,-249,-265,-2,0,-0.655361,0.368,0,0
99,91,-237,-285,-2,0,2.8506,0.35,0,0
78,68,-240,-279,-2,0,2.60712,0.35,0,0
70,58,-249,-265,-3,0,0.422454,0.35,0,0
58,44,-250,-265,-4,0,-0.082733,0.338,0,0
42,30,-245,-260,-4,0,-0.119783,0.338,0,0
31,17,-259,-256,-4,0,-2.4062,0.324,0,0
10,-3,-260,-253,-4,0,-3.23765,0.324,0,0
-1,-14,-262,-251,-4,0,-3.9752,0.324,0,0
-19,-32,-265,-253,-4,0,-4.42638,0.297,0,0
-33,-44,-260,-250,-4,0,-4.05409,0.297,0,0
-53,-63,-264,-251,-3,0,-3.62389,0.293,0,0
-65,-75,-276,-245,-3,0,-6.30235,0.293,0,0
-83,-91,-267,-242,-2,0,-2.81646,0.27,0,0
-95,-103,-266,-249,-2,0,-0.337537,0.27,0,0
-114,-120,-270,-249,-2,0,2.38306,0.242,0,0
-123,126,-267,-250,-1,0,9.23891,0.242,0,0
119,114,-251,-254,-1,0,-1.68419,0.242,0,0
99,94,-251,-266,-1,0,0.966629,0.235,0,0
89,84,-245,-270,-1,0,1.84626,0.235,0,0
75,69,-256,-257,-1,0,0.29826,0.214,0,0
65,59,-251,-262,-1,0,1.18174,0.214,0,0
53,46,-251,-263,-1,0,1.46171,0.195,0,0
30,24,-260,-254,-1,0,-0.765313,0.195,0,0
21,15,-264,-248,0,0,-1.41588,0.195,0,0
-1,-5,-286,-257,0,0,-3.46493,0.171,0,0
-19,-21,-283,-241,15,0,4.89836,0.171,0,0
-35,-34,-275,-248,15,0,7.20737,0.154,0,0
-47,-46,-272,-251,25,0,15.7388,0.154,0,0
-61,-60,-242,-287,25,0,24.6944,0.171,0,0
-77,-80,-232,-293,35,0,36.5877,0.171,0,0
-87,-94,-194,-300,34,0,40.7081,0.131,0,0
-100,-116,-156,-318,34,0,44.09,0.131,0,0
-106,125,-125,-316,29,0,53.8169,0.131,0,0
-114,104,-110,-312,29,0,54.0858,0.105,0,0
-119,88,-99,-315,26,0,51.5099,0.105,0,0
-125,70,-93,-298,22,0,48.8835,0.083,0,0
127,54,-81,-303,22,0,45.7674,0.083,0,0
123,36,-89,-310,17,0,41.9692,0.063,0,0
117,20,-98,-317,17,0,41.4038,0.063,0,0
113,8,-109,-323,12,0,37.1105,0.063,0,0
106,-10,-123,-313,9,0,31.841,0.041,0,0
101,-22,-130,-315,9,0,30.9866,0.041,0,0
95,-36,-137,-309,5,0,26.4012,0.041,0,0
83,-61,-153,-314,2,0,22.406,0.029,0,0
77,-73,-162,-315,0,0,20.0807,0.029,0,0
65,-94,-191,-314,-4,0,13.9721,0.014,0,0
57,-108,-198,-315,-5,0,12.6587,0.014,0,0
49,-122,-215,-303,-5,0,0,-0.000999996,0,1
24,103,0,0,-5,0,-6.68978,0.079,0,0
24,103,0,0,-5,0,-6.68978,0.079,0,0
24,103,0,0,-4,0,-6.26198,0.247,0,0
24,103,0,0,-4,0,-6.26198,0.247,0,0
23,102,-99,-23,1,0,-10.4733,0.247,0,0
12,90,-269,-245,6,0,2.91217,0.409,0,0
-3,79,-304,-264,6,0,1.61627,0.409,0,0
-20,65,-306,-261,7,0,1.31339,0.466,0,0
-41,46,-265,-265,8,0,6.35158,0.466,0,0
-52,31,-245,-259,8,0,8.26019,0.466,0,0
-65,18,-207,-264,8,0,13.8615,0.48,0,0
-76,5,-222,-269,8,0,12.6687,0.48,0,0
-87,-8,-233,-290,7,0,12.5221,0.48,0,0
-96,-20,-222,-293,6,0,12.7557,0.459,0,0
-108,-36,-220,-270,6,0,15.0449,0.459,0,0
-124,-56,-227,-294,5,0,17.3133,0.449,0,0
123,-68,-223,-296,5,0,14.4291,0.449,0,0
106,-90,-223,-299,4,0,13.8867,0.432,0,0
