pos_izq,pos_der,vel_izq,vel_der,yaw,error_traj,delta_v,dist_restante
-39,-94,-195,-313,9,3.33333,17.7622,0.023
-48,-108,-200,-315,5,2.22222,12.6345,0.006
-61,-128,-191,-312,5,2.22222,12.6345,0.006
-69,114,-218,-317,5,2.22222,12.6345,0.006
-107,59,0,0,-2,0.277778,1.81818,0.014
-107,59,-3,0,-2,0.277778,1.81818,0.014
-111,49,-270,-291,-2,0.277778,1.81818,0.132
125,32,-326,-362,-4,-0.277778,-1.81818,0.132
101,4,-321,-330,-3,0,0,0.27
82,-13,-304,-309,-3,0,0,0.27
65,-30,-306,-302,-6,-0.833333,-5.20155,0.375
45,-50,-317,-315,-6,-0.833333,-5.20155,0.375
31,-68,-311,-287,-5,-0.555556,-3.55942,0.392
4,-90,-277,-278,-4,-0.277778,-1.81818,0.392
-9,-103,-308,-284,-4,-0.277778,-1.81818,0.392
-36,-126,-329,-295,-4,-0.277778,-1.81818,0.382
-49,118,-326,-301,-3,0,0,0.382
-67,103,-313,-292,-2,0.277778,1.81818,0.358
-85,86,-321,-296,-2,0.277778,1.81818,0.358
-103,66,-304,-308,-2,0.277778,1.81818,0.338
-119,50,-292,-319,-1,0.555556,3.55942,0.338
125,34,-222,-341,-1,0.555556,3.55942,0.325
104,8,-321,-321,-3,0,0,0.325
77,-18,-292,-305,-14,-3.05556,-16.5345,0.323
59,-36,-296,-288,-11,-2.22222,-12.6345,0.323
42,-53,-292,-309,-11,-2.22222,-12.6345,0.323
19,-77,-309,-322,-11,-2.22222,-12.6345,0.289
1,-94,-317,-260,-12,-2.5,-13.99,0.251
-21,-112,-316,-240,-11,-2.22222,-12.6345,0.251
-52,121,-321,-216,-11,-2.22222,-12.6345,0.231
-78,107,-350,-239,-3,0,0,0.198
-101,89,-329,-278,9,3.33333,17.7622,0.198
-113,79,-310,-265,12,4.16667,21.2415,0.198
125,60,-267,-316,12,4.16667,21.2415,0.18
111,42,-225,-325,12,4.16667,21.2415,0.18
103,28,-188,-319,10,3.61111,18.9516,0.172
91,8,-185,-319,10,3.61111,18.9516,0.172
83,-7,-198,-316,7,2.77778,15.2774,0.172
68,-28,-210,-314,4,1.94444,11.254,0.172
57,-43,-216,-313,4,1.94444,11.254,0.172
48,-61,-237,-314,4,1.94444,11.254,0.123
32,-78,-234,-314,4,1.94444,11.254,0.123
23,-89,-241,-318,1,1.11111,6.80481,0.123
5,-114,-248,-311,-2,0.277778,1.81818,0.101
-5,-124,-247,-313,-3,0,0,0.101
-18,114,-262,-330,-3,0,0,0.079
-33,94,-234,-349,-6,-0.833333,-5.20155,0.079
-44,77,-333,-320,-13,-2.77778,-15.2774,0.054
-72,54,-337,-294,-13,-2.77778,-15.2774,0.054
-89,36,-324,-274,-11,-2.22222,-12.6345,0.039
-114,18,-328,-236,-10,-1.94444,-11.254,0.039
119,2,-314,-239,-9,-1.66667,-9.83532,0.016
97,-15,-306,-242,-9,-1.66667,-9.83532,0.016
51,-49,0,0,1,1.11111,6.80481,0.00700001
51,-49,0,0,1,1.11111,6.80481,0.00700001
48,-50,-23,-91,4,1.94444,11.254,0.171
39,-60,-278,-288,5,2.22222,12.6345,0.171
24,-76,-295,-355,8,3.05556,16.5345,0.22
4,-100,-262,-334,11,3.88889,20.106,0.22
-8,-117,-229,-311,12,4.16667,21.2415,0.333
-23,119,-209,-313,12,4.16667,21.2415,0.333
-30,107,-196,-312,12,4.16667,21.2415,0.333
-40,90,-191,-318,12,4.16667,21.2415,0.447
-51,72,-199,-318,5,2.22222,12.6345,0.447
-59,54,-198,-317,1,1.11111,6.80481,0.447
-77,33,-206,-311,2,1.38889,8.35758,0.552
-85,16,-261,-313,2,1.38889,8.35758,0.552
-109,-8,-281,-315,-2,0.277778,1.81818,0.62
-121,-20,-271,-320,-3,0,0,0.62
116,-44,-268,-315,-3,0,0,0.689
102,-59,-289,-313,0,0.833333,5.20155,0.689
89,-76,-316,-315,0,0.833333,5.20155,0.753
67,-94,-314,-316,-3,0,0,0.753
52,-111,-279,-318,-3,0,0,0.789
26,118,-285,-315,-3,0,0,0.789
13,103,-305,-311,-4,-0.277778,-1.81818,0.85
-7,83,-315,-319,-4,-0.277778,-1.81818,0.85
-20,70,-321,-303,-4,-0.277778,-1.81818,0.85
-45,46,-316,-291,-6,-0.833333,-5.20155,0.85
-61,32,-315,-291,-5,-0.555556,-3.55942,0.85
-83,10,-315,-285,-4,-0.277778,-1.81818,0.887
-95,2,-294,-241,-4,-0.277778,-1.81818,0.887
-109,-11,-272,-271,-5,-0.555556,-3.55942,0.887
123,-33,-341,-325,-5,-0.555556,-3.55942,0.892
97,-58,-342,-316,-5,-0.555556,-3.55942,0.892
79,-75,-307,-288,-4,-0.277778,-1.81818,0.862
54,-98,-313,-282,-4,-0.277778,-1.81818,0.835
35,-115,-303,-281,-4,-0.277778,-1.81818,0.835
19,126,-312,-295,-3,0,0,0.819
-7,102,-315,-298,-3,0,0,0.819
-27,82,-262,-321,-2,0.277778,1.81818,0.819
-40,63,-289,-331,-7,-1.11111,-6.80481,0.802
-68,38,-335,-312,-9,-1.66667,-9.83532,0.802
-90,17,-321,-300,-9,-1.66667,-9.83532,0.775
-117,-10,-311,-286,-6,-0.833333,-5.20155,0.771
124,-22,-315,-264,-6,-0.833333,-5.20155,0.771
104,-41,-299,-251,-5,-0.555556,-3.55942,0.751
75,-63,-314,-278,-4,-0.277778,-1.81818,0.751
59,-79,-314,-276,-4,-0.277778,-1.81818,0.741
37,-97,-322,-293,-2,0.277778,1.81818,0.741
24,-109,-319,-298,-2,0.277778,1.81818,0.741
5,-126,-313,-298,-2,0.277778,1.81818,0.729
-12,114,-309,-309,-1,0.555556,3.55942,0.729
-25,98,-304,-281,1,1.11111,6.80481,0.713
-42,84,-309,-297,5,2.22222,12.6345,0.713
-63,62,-295,-352,7,2.77778,15.2774,0.673
-78,42,-246,-316,7,2.77778,15.2774,0.673
-94,22,-221,-320,5,2.22222,12.6345,0.668
-107,4,-219,-312,5,2.22222,12.6345,0.668
-119,-14,-222,-312,2,1.38889,8.35758,0.654
119,-38,-231,-322,2,1.38889,8.35758,0.654
103,-60,-250,-314,-1,0.555556,3.55942,0.63
91,-75,-261,-318,-4,-0.277778,-1.81818,0.63
81,-89,-267,-313,-4,-0.277778,-1.81818,0.63
64,-106,-285,-310,-5,-0.555556,-3.55942,0.607
47,-123,-299,-302,-5,-0.555556,-3.55942,0.607
32,117,-314,-295,-6,-0.833333,-5.20155,0.606
17,103,-274,-303,-6,-0.833333,-5.20155,0.606
6,84,-313,-291,-14,-3.05556,-16.5345,0.562
-21,67,-345,-289,-21,-5,-24.4869,0.562
-41,50,-316,-239,-21,-5,-24.4869,0.562
-59,38,-324,-205,-19,-4.44444,-22.3542,0.546
-70,31,-317,-180,-17,-3.88889,-20.106,0.546
-93,18,-310,-188,-17,-3.88889,-20.106,0.511
-105,11,-312,-199,-14,-3.05556,-16.5345,0.511
-128,-4,-316,-203,-11,-2.22222,-12.6345,0.499
109,-16,-314,-202,-9,-1.66667,-9.83532,0.499
93,-27,-316,-218,-6,-0.833333,-5.20155,0.491
75,-39,-317,-225,-6,-0.833333,-5.20155,0.491
61,-50,-324,-266,-3,0,0,0.491
38,-69,-322,-279,-2,0.277778,1.81818,0.457
21,-84,-317,-307,-2,0.277778,1.81818,0.457
4,-101,-316,-314,-1,0.555556,3.55942,0.457
-12,-120,-311,-326,-1,0.555556,3.55942,0.438
-37,112,-311,-298,1,1.11111,6.80481,0.413
-57,92,-309,-317,9,3.33333,17.7622,0.413
-76,73,-289,-332,14,4.72222,23.4314,0.384
-91,54,-259,-326,14,4.72222,23.4314,0.384
-102,40,-211,-291,14,4.72222,23.4314,0.384
-111,24,-175,-299,12,4.16667,21.2415,0.365
-124,2,-174,-314,12,4.16667,21.2415,0.35
120,-19,-189,-321,10,3.61111,18.9516,0.35
113,-31,-198,-318,6,2.5,13.99,0.35
97,-56,-202,-316,6,2.5,13.99,0.329
89,-68,-217,-316,6,2.5,13.99,0.329
78,-83,-227,-314,3,1.66667,9.83532,0.305
68,-97,-227,-314,3,1.66667,9.83532,0.305
59,-110,-227,-317,-1,0.555556,3.55942,0.305
42,121,-247,-316,-3,0,0,0.297
29,109,-252,-314,-3,0,0,0.297
19,95,-296,-322,-5,-0.555556,-3.55942,0.297
-1,74,-297,-326,-7,-1.11111,-6.80481,0.279
-15,58,-276,-330,-7,-1.11111,-6.80481,0.279
-32,39,-342,-289,-7,-1.11111,-6.80481,0.243
-50,26,-341,-266,-17,-3.88889,-20.106,0.243
-73,8,-322,-257,-14,-3.05556,-16.5345,0.233
-87,-4,-323,-267,-14,-3.05556,-16.5345,0.233
-104,-19,-311,-208,-12,-2.5,-13.99,0.233
-123,-30,-315,-216,-10,-1.94444,-11.254,0.207
113,-42,-314,-231,-9,-1.66667,-9.83532,0.207
89,-60,-321,-241,-9,-1.66667,-9.83532,0.179
77,-70,-316,-251,-7,-1.11111,-6.80481,0.179
53,-88,-317,-256,-6,-0.833333,-5.20155,0.158
38,-101,-314,-261,-4,-0.277778,-1.81818,0.158
17,-120,-313,-271,-4,-0.277778,-1.81818,0.147
2,124,-317,-284,-2,0.277778,1.81818,0.147
-17,107,-322,-298,-2,0.277778,1.81818,0.147
-36,90,-332,-264,0,0.833333,5.20155,0.127
-49,77,-331,-349,16,5.27778,25.5253,0.093
-81,46,-295,-321,18,5.83333,27.5483,0.093
-96,28,-236,-297,18,5.83333,27.5483,0.093
-103,17,-173,-309,18,5.83333,27.5483,0.069
-112,0,-157,-306,18,5.83333,27.5483,0.069
-118,-12,-162,-313,15,5,24.4869,0.069
-127,-28,-171,-314,15,5,24.4869,0.047
122,-41,-178,-317,11,3.88889,20.106,0.047
110,-64,-184,-316,11,3.88889,20.106,0.035
100,-78,-194,-318,7,2.77778,15.2774,0.035
83,-106,-199,-320,7,2.77778,15.2774,0.014
71,-125,-203,-315,3,1.66667,9.83532,0.014
10,45,0,-6,-1,0.555556,3.55942,0.171
10,45,0,-2,-1,0.555556,3.55942,0.171
5,42,-185,-123,-1,0.555556,3.55942,0.146
-9,31,-298,-322,-11,-2.22222,-12.6345,0.146
-25,12,-323,-359,-7,-1.11111,-6.80481,0.146
-43,-6,-311,-308,3,1.66667,9.83532,0.262
-58,-21,-311,-262,3,1.66667,9.83532,0.262
-77,-36,-284,-277,13,4.44444,22.3542,0.464
-86,-48,-260,-310,14,4.72222,23.4314,0.464
-97,-62,-220,-320,13,4.44444,22.3542,0.63
-113,-85,-194,-319,13,4.44444,22.3542,0.63
-120,-99,-182,-314,14,4.72222,23.4314,0.63
125,-117,-190,-316,10,3.61111,18.9516,0.727
117,121,-200,-317,4,1.94444,11.254,0.727
103,102,-197,-316,2,1.38889,8.35758,0.806
89,82,-212,-314,2,1.38889,8.35758,0.806
77,64,-258,-315,0,0.833333,5.20155,0.836
58,42,-234,-298,-2,0.277778,1.81818,0.836
51,32,-238,-295,-2,0.277778,1.81818,0.836
28,9,-293,-312,-7,-1.11111,-6.80481,0.836
13,-8,-314,-329,-7,-1.11111,-6.80481,0.836
-11,-32,-309,-306,-7,-1.11111,-6.80481,0.828
-27,-47,-312,-279,-7,-1.11111,-6.80481,0.828
-55,-71,-309,-270,-6,-0.833333,-5.20155,0.789
-68,-82,-311,-268,-6,-0.833333,-5.20155,0.789
-87,-99,-302,-284,-5,-0.555556,-3.55942,0.781
-97,-110,-273,-308,-6,-0.833333,-5.20155,0.781
-119,122,-288,-277,-19,-4.44444,-22.3542,0.44
119,106,-355,-288,-19,-4.44444,-22.3542,0.44
102,94,-346,-231,-35,-8.88889,-37.7596,0.44
78,80,-319,-179,-35,-8.88889,-37.7596,0.377
66,72,-309,-141,-32,-8.05556,-35.0802,0.377
42,62,-312,-133,-32,-8.05556,-35.0802,0.369
25,54,-307,-139,-28,-6.94444,-31.4037,0.369
1,44,-318,-146,-25,-6.11111,-28.5334,0.36
-11,39,-318,-151,-21,-5,-24.4869,0.36
-30,29,-314,-166,-19,-4.44444,-22.3542,0.386
-44,22,-315,-184,-16,-3.61111,-18.9516,0.386
-66,8,-312,-195,-13,-2.77778,-15.2774,0.386
-93,-8,-317,-201,-10,-1.94444,-11.254,0.386
-109,-20,-318,-217,-7,-1.11111,-6.80481,0.654
125,-34,-321,-232,-7,-1.11111,-6.80481,0.654
112,-46,-311,-243,-5,-0.555556,-3.55942,0.628
84,-66,-321,-260,-5,-0.555556,-3.55942,0.628
69,-81,-314,-280,-3,0,0,0.607
48,-98,-321,-279,-2,0.277778,1.81818,0.607
34,-112,-332,-289,-1,0.555556,3.55942,0.586
11,124,-347,-294,7,2.77778,15.2774,0.586
-10,108,-328,-310,7,2.77778,15.2774,0.586
-24,93,-267,-307,17,5.55556,26.549,0.555
-39,73,-220,-318,17,5.55556,26.549,0.555
-48,58,-176,-329,27,8.33333,35.9781,0.555
-61,34,-164,-347,37,11.1111,44.7865,0.562
-66,20,-150,-315,40,11.9444,47.4405,0.562
-78,-4,-125,-282,40,11.9444,47.4405,0.57
-83,-20,-87,-310,40,11.9444,47.4405,0.57
-89,-41,-93,-318,36,10.8333,43.9059,0.527
-95,-60,-103,-314,30,9.16667,38.6429,0.527
-103,-84,-109,-315,30,9.16667,38.6429,0.491
-109,-103,-112,-320,24,7.5,33.2604,0.491
-123,119,-127,-317,19,6.11111,28.5334,0.466
121,92,-154,-316,14,4.72222,23.4314,0.438
109,67,-162,-315,9,3.33333,17.7622,0.438
95,40,-171,-316,5,2.22222,12.6345,0.422
79,13,-187,-327,5,2.22222,12.6345,0.422
68,-12,-155,-331,-4,-0.277778,-1.81818,0.404
56,-35,-169,-302,-24,-5.83333,-27.5483,0.404
46,-49,-221,-312,-47,-12.2222,-48.3333,0.413
29,-70,-270,-310,-47,-12.2222,-48.3333,0.413
17,-80,-329,-176,-89,-23.8889,-75,0.176
-6,-90,-379,-135,-128,-34.7222,-75,0.23
-24,-95,-372,-108,-128,-34.7222,-75,0.23
-43,-101,-324,-85,-151,-41.1111,-80.173,0.178
-65,-106,-288,-95,-151,-41.1111,-80.173,0.178
-76,-112,-310,-111,-159,-43.3333,-90.4104,0.178
-99,-119,-311,-98,-159,-43.3333,-90.4104,0.178
-114,-122,-315,-50,-177,-48.3333,-113.844,0.375
122,-124,-325,-39,-201,-55,-152.343,0.375
106,-124,-325,-18,-216,-59.1667,-191.141,0.375
84,-124,-314,-3,-218,-59.7222,-197.848,0.375
67,-124,-274,3,-218,-59.7222,-197.848,0.293
52,-121,-268,57,-209,-57.2222,-170.789,0.293
36,-117,-308,97,-209,-57.2222,-170.789,0.293
21,-111,-318,110,-202,-55.2778,-154.403,0.212
1,-105,-332,88,-194,-53.0556,-139.268,0.287
-18,-100,-321,73,-194,-53.0556,-139.268,0.287
-31,-97,-320,60,-177,-48.3333,-113.844,0.287
-54,-94,-313,58,-177,-48.3333,-113.844,0.592
-74,-91,-310,41,-177,-48.3333,-113.844,0.592
-91,-88,-319,42,-169,-46.1111,-103.321,0.592
-104,-88,-311,18,-163,-44.4444,-95.5489,0.314
-125,-88,-318,8,-157,-42.7778,-87.8606,0.314
117,-88,-318,8,-157,-42.7778,-87.8606,0.314
99,-88,-310,0,-150,-40.8333,-78.88,0.293
81,-88,-313,0,-145,-39.4444,-75,0.293
64,-88,-315,0,-145,-39.4444,-75,0.285
43,-88,-316,-2,-139,-37.7778,-75,0.285
25,-90,-317,-59,-129,-35,-75,0.285
5,-94,-318,-54,-129,-35,-75,0.285
-7,-96,-313,-47,-123,-33.3333,-75,0.285
-31,-99,-310,-41,-123,-33.3333,-75,0.186
-46,-101,-317,-39,-117,-31.6667,-75,0.186
-61,-103,-320,-40,-112,-30.2778,-75,0.172
-81,-106,-309,-44,-112,-30.2778,-75,0.172
-94,-107,-319,-44,-106,-28.6111,-75,0.131
-114,-110,-314,-44,-102,-27.5,-75,0.117
127,-112,-312,-42,-97,-26.1111,-75,0.101
109,-114,-318,-39,-91,-24.4444,-75,0.101
89,-117,-318,-39,-91,-24.4444,-75,0.101
79,-119,-312,-48,-87,-23.3333,-75,0.101
58,-122,-316,-46,-81,-21.6667,-75,0.101
39,-124,-315,-36,-77,-20.5556,-75,0.092
18,-126,-318,-44,-77,-20.5556,-75,0.092
6,-128,-314,-46,-71,-18.8889,-70.9055,0.091
-13,124,-311,-42,-66,-17.5,-65.932,0.091
-34,122,-318,-40,-66,-17.5,-65.932,0.099
-48,120,-314,-44,-61,-16.1111,-61.1604,0.099
-64,117,-315,-54,-56,-14.7222,-56.4919,0.117
-83,114,-315,-66,-50,-13.0556,-51.0306,0.117
-98,110,-316,-81,-46,-11.9444,-47.4405,0.117
-121,104,-317,-87,-46,-11.9444,-47.4405,0.176
122,100,-313,-100,-41,-10.5556,-43.0236,0.176
101,94,-318,-104,-37,-9.44444,-39.5203,0.101
87,89,-316,-108,-37,-9.44444,-39.5203,0.101
72,83,-314,-126,-33,-8.33333,-35.9781,0.079
55,76,-319,-135,-28,-6.94444,-31.4037,0.079
36,66,-317,-148,-28,-6.94444,-31.4037,0.079
13,57,-312,-148,-24,-5.83333,-27.5483,0.062
1,52,-314,-155,-20,-4.72222,-23.4314,0.062
-22,40,-315,-162,-20,-4.72222,-23.4314,0.054
-38,31,-317,-174,-16,-3.61111,-18.9516,0.054
-51,22,-316,-190,-13,-2.77778,-15.2774,0.392
-74,10,-317,-195,-13,-2.77778,-15.2774,0.392
-87,2,-319,-224,-10,-1.94444,-11.254,0.392
-109,-15,-316,-235,-6,-0.833333,-5.20155,0.385
-124,-28,-320,-238,-5,-0.555556,-3.55942,0.385
107,-45,-323,-257,-5,-0.555556,-3.55942,0.35
89,-61,-316,-284,-3,0,0,0.35
68,-80,-321,-291,-2,0.277778,1.81818,0.333
54,-92,-318,-294,-2,0.277778,1.81818,0.333
37,-111,-302,-304,-1,0.555556,3.55942,0.319
20,-126,-305,-318,-1,0.555556,3.55942,0.319
1,102,-283,-314,-1,0.555556,3.55942,0.289
-19,88,-284,-310,-1,0.555556,3.55942,0.289
-36,68,-283,-312,-1,0.555556,3.55942,0.274
-53,50,-280,-315,-2,0.277778,1.81818,0.274
-63,38,-279,-315,-2,0.277778,1.81818,0.274
-83,16,-289,-313,-3,0,0,0.262
-94,5,-293,-319,-3,0,0,0.262
-117,-19,-318,-319,-3,0,0,0.239
118,-41,-316,-316,-3,0,0,0.239
95,-63,-321,-317,-3,0,0,0.222
73,-86,-313,-314,-3,0,0,0.222
52,-108,-314,-317,-3,0,0,0.184
28,121,-315,-317,-3,0,0,0.184
-3,94,-321,-312,-3,0,0,0.171
-33,60,-315,-315,-3,0,0,0.171
-58,40,-311,-312,-2,0.277778,1.81818,0.171
-76,23,-317,-317,-2,0.277778,1.81818,0.171
-99,0,-306,-317,-2,0.277778,1.81818,0.171
-117,-22,-300,-315,-2,0.277778,1.81818,0.176
124,-34,-299,-307,-2,0.277778,1.81818,0.176
109,-50,-291,-315,-2,0.277778,1.81818,0.176
97,-64,-285,-311,-2,0.277778,1.81818,0.153
79,-84,-293,-314,-3,0,0,0.153
63,-102,-293,-318,-3,0,0,0.139
51,-114,-293,-316,-3,0,0,0.139
29,116,-302,-320,-4,-0.277778,-1.81818,0.123
7,94,-315,-314,-4,-0.277778,-1.81818,0.123
-14,74,-320,-307,-4,-0.277778,-1.81818,0.093
-30,60,-309,-303,-4,-0.277778,-1.81818,0.093
-53,38,-315,-297,-4,-0.277778,-1.81818,0.071
-68,24,-308,-293,-3,0,0,0.071
-87,6,-314,-289,-3,0,0,0.049
-109,-15,-322,-311,-3,0,0,0.049
-121,-30,-315,-317,-3,0,0,0.049
113,-49,-315,-313,-2,0.277778,1.81818,0.035
91,-72,-313,-318,-2,0.277778,1.81818,0.016
71,-92,-312,-310,-2,0.277778,1.81818,0.016
