pos_izq,pos_der,vel_izq,vel_der,yaw,error_traj,delta_v,dist_restante
-20,7,-322,-40,-90,-25,-75,0.341
-46,3,-312,-46,-85,-23.6111,-75,0.341
-75,0,-314,-38,-79,-21.9444,-75,0.333
-104,-4,-316,-46,-72,-20,-75,0.333
122,-8,-314,-38,-65,-18.0556,-67.9111,0.319
98,-11,-317,-39,-65,-18.0556,-67.9111,0.342
68,-15,-320,-40,-51,-14.1667,-54.6597,0.342
37,-19,-313,-45,-46,-12.7778,-50.126,0.256
13,-23,-313,-48,-46,-12.7778,-50.126,0.251
-22,-29,-318,-69,-38,-10.5556,-43.0236,0.251
-53,-38,-307,-86,-27,-7.5,-33.2604,0.508
-77,-43,-315,-90,-27,-7.5,-33.2604,0.508
-108,-53,-314,-93,-16,-4.44444,-22.3542,0.484
116,-66,-313,-160,-16,-4.44444,-22.3542,0.472
90,-79,-319,-155,-7,-1.94444,-11.254,0.472
62,-93,-314,-162,-7,-1.94444,-11.254,0.453
42,-105,-317,-195,-3,-0.833333,-5.20155,0.453
27,-113,-310,-204,0,0,0,0.431
-25,105,-318,-242,5,1.38889,8.35758,0.404
-49,87,-316,-251,6,1.66667,9.83532,0.404
-78,60,-314,-287,7,1.94444,11.254,0.386
-105,37,-295,-304,8,2.22222,12.6345,0.386
-122,10,-248,-310,9,2.5,13.99,0.354
104,-19,-238,-309,8,2.22222,12.6345,0.354
84,-46,-232,-316,8,2.22222,12.6345,0.333
73,-63,-238,-321,5,1.38889,8.35758,0.333
44,-99,-236,-311,2,0.555556,3.55942,0.312
27,-125,-247,-318,0,0,0,0.312
10,112,-255,-313,0,0,0,0.306
-15,83,-279,-319,-2,-0.555556,-3.55942,0.306
-44,51,-301,-319,-3,-0.833333,-5.20155,0.262
-64,31,-313,-317,-3,-0.833333,-5.20155,0.239
-102,-8,-320,-318,-2,-0.555556,-3.55942,0.239
126,-34,-318,-313,-2,-0.555556,-3.55942,0.207
102,-56,-318,-283,-2,-0.555556,-3.55942,0.207
83,-73,-306,-284,-2,-0.555556,-3.55942,0.176
44,-109,-316,-290,-1,-0.277778,-1.81818,0.176
28,126,-314,-283,0,0,0,0.172
1,102,-311,-282,1,0.277778,1.81818,0.176
-42,69,-319,-293,2,0.555556,3.55942,0.176
-74,40,-308,-298,3,0.833333,5.20155,0.107
-94,13,-288,-311,3,0.833333,5.20155,0.078
-122,-12,-285,-315,2,0.555556,3.55942,0.078
116,-33,-273,-313,2,0.555556,3.55942,0.054
96,-55,-277,-314,2,0.555556,3.55942,0.054
78,-75,-286,-314,1,0.277778,1.81818,0.039
56,-100,-289,-317,0,0,0,0.016
17,113,-286,-311,0,0,0,0.016
